FOIA,NAID,RGN,"Civilian
/Miliatry",EN,CID,Stack Area,Row,Compartment,Shelf,Box,Title,Type,篩選（翻拍時間估計：箱/2hr.）,Note,,
,2504962,59,,A1 1542,1-4,250,050,014,04,1-4,"Records Relating to Laws and Regulations of Various Countries, 1957 - 1957
Record Group 59: General Records of the Department of State, 1763 - 2002",,,,,
,2124683,59,,A1 1459,1-14,250,049,035,02-04,1-14,"Office Files, 1949 - 1952
Record Group 59: General Records of the Department of State, 1763 - 2002",,,,,
,1768583,313,M,P 23,1,370,037,033,04,1,"Secret Pacific Area Studies and War Planning Files, 1953 - 1953
Record Group 313: Records of Naval Operating Forces, 1849 - 1997",,,,,
,6039973,306,,P 228,1-3,230,047,049,04,1-3,"Records Relating to Public Opinion Surveys, 1970 - 1974
Record Group 306: Records of the U.S. Information Agency, 1900 - 2003",,,,,
,22344821,334,M,UD-WW 37-1,1,130,055,044,04,1,"Organizational History Files, 1964 - 1967
Record Group 334: Records of Interservice Agencies, 1916 - 1999",,,,,
,6004119,286,,P 384,1-6,150,077,002,05-06,1-6,"Closed Project Files, 1955 - 1962
Record Group 286: Records of the Agency for International Development, 1948 - 2003",,,,,
,5730732,286,,P 72,1-37,150,076,016,01-06,1-37,"Participant Training Evaluations and Program Assessments, 1959 - 1972
Record Group 286: Records of the Agency for International Development, 1948 - 2003",,,,,
,6423657,286,,P 882,1-13,150,038,022,02-03,1-13,"Records Relating to Family Planning Operations Research (OR) Projects , 1974 - 1984
Record Group 286: Records of the Agency for International Development, 1948 - 2003",,,,,
,2092756,59,,A1 1202,1-4,250,049,007,01-02,1-4,"Subject Files, 1954 - 1956
Record Group 59: General Records of the Department of State, 1763 - 2002",,,,,
,6920170,286,,P 1055,1-26,150,041,026,02-06,1-26,"Subject Files , 1955 - 1961
Record Group 286: Records of the Agency for International Development, 1948 - 2003",,,,,
,788655,57,,A1 283,1-8,150,021,010,02-03,1-8,"Reports on Geologic Investigations of Western North Pacific Islands and Related Matters, ca. 1947 - 1964
Record Group 57: Records of the U.S. Geological Survey, 1839 - 2008",,,,,
,6852628,286,,P 949,,150,038,002,06-07,1-14,"Subject Files, 1962 - 1971
Record Group 286: Records of the Agency for International Development, 1948 - 2003",,,,,
,,286,,P 949,,150,038,003,01-04,15-38,"Subject Files, 1962 - 1971
Record Group 286: Records of the Agency for International Development, 1948 - 2003",,,,,
,4280347,469,,P 455,,250,041,034,00,1-7,"Executive Subject Files, 10/10/1957 - 11/3/1961
Record Group 469: Records of U.S. Foreign Assistance Agencies, 1942 - 1963",,,,,
,,469,,P 455,,250,042,002,00,8-14,"Executive Subject Files, 10/10/1957 - 11/3/1961
Record Group 469: Records of U.S. Foreign Assistance Agencies, 1942 - 1963",,,,,
,,469,,P 455,,250,042,003,00,15-21,"Executive Subject Files, 10/10/1957 - 11/3/1961
Record Group 469: Records of U.S. Foreign Assistance Agencies, 1942 - 1963",,,,,
,,469,,P 455,,250,042,004,00,22-26,"Executive Subject Files, 10/10/1957 - 11/3/1961
Record Group 469: Records of U.S. Foreign Assistance Agencies, 1942 - 1963",,,,,
,2211823,286,,P 11,1-42,350,900,062,01-06,1-42,"Project Files Pertaining to the Housing Guaranty Program, 1963 - 1995
Record Group 286: Records of the Agency for International Development, 1948 - 2003",,,,,
,5634151,306,,P 124,1-3,230,048,022,06,1-3,"Inspection Reports, 1958 - 1962
Record Group 306: Records of the U.S. Information Agency, 1900 - 2003",,,,,
,7431168,319,M,A1 1148,1-21,631,020,068,02-05,1-21,"Area Handbooks, 1/1956 - 1/1969
Record Group 319: Records of the Army Staff, 1903 - 2009",,,,,
,6037062,306,,P 215,1-5,230,048,002,02,1-5,"Records Relating to Information Programs, 1948 - 1953
Record Group 306: Records of the U.S. Information Agency, 1900 - 2003",,,,,
,6121010,286,,P 636,,150,037,020,07,1-7,"Public Administration Technicians Reports, 1953 - 1962
Record Group 286: Records of the Agency for International Development, 1948 - 2003",,,,,
,,286,,P 636,,150,037,021,01,8-10,"Public Administration Technicians Reports, 1953 - 1962
Record Group 286: Records of the Agency for International Development, 1948 - 2003",,,,,
,2251126,286,,P 21,1-5,250,902,053,06,1-5,"Closed Subject Files, 1/1992 - 12/2000
Record Group 286: Records of the Agency for International Development, 1948 - 2003",,,,,
,,,,,,230,037,045,01-05,57-87,"Correspondence and Case Files Relating to the Liquidation of Enemy Property, 1942 - 1960
Record Group 131: Records of the Office of Alien Property, 1878 - 1966",,,,,
,2774931,59,,P 59,1,250,064,002,01,1,"Records Relating to Conferences Organized and/or Attended by the Interdepartmental Committee on Nutrition for National Defense (ICNND), 1958 - 1967
Record Group 59: General Records of the Department of State, 1763 - 2002",,,,,
,624519,59,,A1 5221,1-4,150,069,032,03,1-4,"Top Secret Files Relating to the Republic of China, 1954 - 1965
Record Group 59: General Records of the Department of State, 1763 - 2002",,,,,
,624490,59,,A1 5220,1,150,069,032,02,1,"Records Relating to the Republic of China, 1963 - 1966
Record Group 59: General Records of the Department of State, 1763 - 2002",,,,,
,6830099,38,M,UD 59,1-6,370,015,014,04,1-6,"Administrative Files, 1953 - 1955
Record Group 38: Records of the Office of the Chief of Naval Operations, 1875 - 2006",,,,,
,4751078,59,,P 239,1-25,490,042,016,04-07,1-25,"Country Reports, 1949 - 1950
Record Group 59: General Records of the Department of State, 1763 - 2002",,,,,
,3164799,554,M,P 1,,631,037,045,03-07,1-14,"Classified General Administrative Files, 1950 - 1955
Record Group 554: Records of General Headquarters, Far East Command, Supreme Commander Allied Powers, and United Nations Command, 1945 - 1960",,,,,
,,554,M,P 1,,631,037,046,01-03,15-23,"Classified General Administrative Files, 1950 - 1955
Record Group 554: Records of General Headquarters, Far East Command, Supreme Commander Allied Powers, and United Nations Command, 1945 - 1960",,,,,
Non-paper,NAID,RGN,"Civilian
/Miliatry",EN,CID,Stack Area,Row,Compartment,Shelf,Box,Title,Type,篩選（翻拍時間估計：箱/2hr.）,Note,,
,6050528,18,,,,,,,,,"Air Objective Dossiers, 1942 - 1945           
Record Group 18: Records of the Army Air Forces, ca. 1902 - 1964"," Photographic Print
 / Paper",,"2 Legal Archives Box, Oversize",,
,542128,319,M,,,,,,,,"Reconnaisance Photographs of Areas in Eastern Europe and Asia, 1954 - 1957     
Record Group 319:Records of the Army Staff, 1903 - 2009  
Record Group, Series, ""SC"" number. EXAMPLE: 319-RC-487450. 
Note: Original negatives are found in RG 111, Series SC.","Photographs 
and other 
Graphic Materials",,"1 Letter Archives Box, Narrow 2.5 inch
1 Letter Archives Box, Standard
4 Photograph, 6 x 9 Lig-Free II
2 Photograph, 6 x 9 Grey White",,
,2386676,263,,,,,,,,,"Index to Ground Photography Master Negatives Files, ca. 1999 - 2000
Record Group 263: Records of the Central Intelligence Agency, 1894 - 2002","Magnetic Tape 
Cartridge/ Paper",,"761984 Logical Data Record
1 Letter Archives Box, Narrow 2.5 inch",,
,4734267,29,,,,,,,,,"Global Population Database Files, 2/1995 - 2/1995
Record Group 29: Records of the Bureau of the Census, 1790 - 2007","Magnetic Disk
/ Paper",,"104000 Logical Data Record
1 Letter Archives Box, Narrow 2.5 inch",,
,6924334,263,,A1 22,3,,,,,,"ORE 39-49, Probable Developments in Taiwan, 03/14/49
Series: Intelligence Publication Files, 1946 - 1950
Record Group 263: Records of the Central Intelligence Agency, 1894 - 2002",e-version,https://catalog.archives.gov/id/6924334,,,
,6924370,263,,A1 22,4,,,,,,"ORE 7-50, Probable Developments in Taiwan, 03/20/50
Series: Intelligence Publication Files, 1946 - 1950
Record Group 263: Records of the Central Intelligence Agency, 1894 - 2002",e-version,https://catalog.archives.gov/id/6924370,,,
,7326950,263,,A1 29,3,,,,,,"SNIE 100-11-58, 16 Sept 58, Probable Chinese Communist and Soviet Intention in the Taiwan Strait Area
Series: National Intelligence Estimates and Related Reports and Correspondence, 1950 - 1985
Record Group 263: Records of the Central Intelligence Agency, 1894 - 2002
",e-version,https://catalog.archives.gov/id/7326950,,,
,7283672,263,,A1 27,15,,,,,,"Winter 1964: 15-10-2: The Analyst in a War Theater Role 
(Economic and Political Intelligence Representation on the J-2 Staff of the U.S. Taiwan Defense Command), 
by Robert W. Smith
Series: Articles from ""Studies in Intelligence"", 1955 - 1992
Record Group 263: Records of the Central Intelligence Agency, 1894 - 2002",e-version,https://catalog.archives.gov/id/7283672,,,
,28964930,341,,A1 294E,,,,,,,"Location: Taiwan Straits Area (CHINA) - Date: February 1956 - Incident Number: [BLANK]
Series: Sanitized Version of Project Blue Book Case Files on Sightings of Unidentified Flying Objects, 1947 - 1969
Record Group 341: Records of Headquarters U.S. Air Force (Air Staff), 1934 - 2004",e-version,"
http://www.fold3.com/image/7340592",,,
,28992051,341,,A1 294E,,,,,,,"Location: Taiwan Vicinity - Date: April 1961 - Incident Number: [BLANK]
Series: Sanitized Version of Project Blue Book Case Files on Sightings of Unidentified Flying Objects, 1947 - 1969
Record Group 341: Records of Headquarters U.S. Air Force (Air Staff), 1934 - 2004",e-version,"
http://www.fold3.com/image/7340592",,,
,28988752,341,,A1 294E,,,,,,,Location: Vicinity Taiwan - Date: September 1960 - Incident Number: [BLANK],e-version,"
http://www.fold3.com/image/7340592",,,
,28988603,341,,A1 294E,,,,,,,Location: Vicinity Taiwan - Date: August 1960 - Incident Number: [BLANK],e-version,"
http://www.fold3.com/image/7340592",,,
,28981730,341,,A1 294E,,,,,,,Location: Taiwan (Formesa) - Date: January 1959 - Incident Number: [BLANK],e-version,"
http://www.fold3.com/image/7340592",,,
,28977418,341,,A1 294E,,,,,,,"Location: In the sea Off coast of Taichung, Taiwan - Date: March 1958 - Incident Number: [BLANK]
Series: Sanitized Version of Project Blue Book Case Files on Sightings of Unidentified Flying Objects, 1947 - 1969
Record Group 341: Records of Headquarters U.S. Air Force (Air Staff), 1934 - 2004",e-version,https://catalog.archives.gov/id/28977418,,,
,12451137,407,,A1 1067,143E,,,,,,"Book V: Notes on Important dates / the move from Taiwan to Manchuria.Book V: Notes on Important dates / the move from Taiwan to Manchuria
Series: Diaries and Historical Narratives, 1940 - 1945
Record Group 407: Records of the Adjutant General's Office, 1905 - 1981",e-version,https://catalog.archives.gov/id/12451137,,,
,12028164,84,,UD 2335A,4,,,,,,"Operations Memorandum Regarding the Visa Application for Ho Wen Jen
File Unit: H [Part 1 of 2], 1946 - 1951
Series: Classified Visa Files, 1946 - 1951
Record Group 84: Records of the Foreign Service Posts of the Department of State, 1788 - ca. 1991",e-version,https://catalog.archives.gov/id/12028164,,,
,6924385,263,,A1 22,4,,,,,,"ORE 58-50, Critical Situations in the Far East, 10/12/50
Series: Intelligence Publication Files, 1946 - 1950
Record Group 263: Records of the Central Intelligence Agency, 1894 - 2002",e-version,https://catalog.archives.gov/id/6924385,,,
,7283727,263,,A1 27,15,,,,,,"Summer 1968: 15-20-5: Communication to the Editors (Historian's Query), by Joseph L. Kimbrell
Series: Articles from ""Studies in Intelligence"", 1955 - 1992
Record Group 263: Records of the Central Intelligence Agency, 1894 - 2002",e-version,https://catalog.archives.gov/id/7283727,,,
,2442483,127,,UD 07D 1,821,,,,,,"Command Chronology Report of Marine Medium Helicopter Squadron-165
Series: Command Chronologies and Related Documentation, 4/1962 - 6/1987
Record Group 127: Records of the U.S. Marine Corps, 1775 - ",e-version,https://catalog.archives.gov/id/2442483,,,
,2442214,127,,UD 07D 1,816,,,,,,"Command Chronology Report of Marine Aerial Refueler Transport Squadron-152
Series: Command Chronologies and Related Documentation, 4/1962 - 6/1987
Record Group 127: Records of the U.S. Marine Corps, 1775 - ",e-version,https://catalog.archives.gov/id/2442214,,,
,2442213,127,,UD 07D 1,816,,,,,,"Command Chronology Report of Marine Aerial Refueler Transport Squadron-152
Series: Command Chronologies and Related Documentation, 4/1962 - 6/1987
Record Group 127: Records of the U.S. Marine Corps, 1775 - ",e-version,https://catalog.archives.gov/id/2442213,,,
,2442212,127,,UD 07D 1,816,,,,,,"Command Chronology Report of Marine Aerial Refueler Transport Squadron-152
Series: Command Chronologies and Related Documentation, 4/1962 - 6/1987
Record Group 127: Records of the U.S. Marine Corps, 1775 - ",e-version,https://catalog.archives.gov/id/2442212,,,
,7283558,263,,A1 27,14,,,,,,"Winter 1965: 14-33-1: Economic Observations as War Indicators (Economic Intelligence's Contribution to Strategic Warning of Soviet Surprise Attack), by H.C. Eisenbeiss
Series: Articles from ""Studies in Intelligence"", 1955 - 1992
Record Group 263: Records of the Central Intelligence Agency, 1894 - 2002",e-version,https://catalog.archives.gov/id/7283558,,,
,6207545,59,,,,,,,,,"Letter from Senator H. Alexander Smith to Secretary of State Dean Acheson Opposing the United States’ Recognition of the People's Republic of China
File Unit: 893.01/10-249 to 11-649 [3/3], 1910 - 1963
Series: Central Decimal Files, 1910 - 1963
Record Group 59: General Records of the Department of State, 1763 - 2002",e-version,https://catalog.archives.gov/id/6207545,,,
,7326929,263,,A1 29,3,,,,,,"SNIE 100-4-56, 10 Apr 56, Possibility of Chinese Communist Military Action Against Certain Offshore Islands
Series: National Intelligence Estimates and Related Reports and Correspondence, 1950 - 1985
Record Group 263: Records of the Central Intelligence Agency, 1894 - 2002",e-version,https://catalog.archives.gov/id/7326929,,,
,7326948,263,,A1 29,3,,,,,,"SNIE 100-7-58, 22 Jul 58, Sino-Soviet and Free World Reactions to US Use of Nuclear Weapons in Limited Wars in the Far East
Series: National Intelligence Estimates and Related Reports and Correspondence, 1950 - 1985
Record Group 263: Records of the Central Intelligence Agency, 1894 - 2002",e-version,https://catalog.archives.gov/id/7326948,,,
,2443659,127,,UD 07D 1,851,,,,,,"Command Chronology Report of Marine Heavy Helicopter Squadron-462
Series: Command Chronologies and Related Documentation, 4/1962 - 6/1987
Record Group 127: Records of the U.S. Marine Corps, 1775 - ",e-version,https://catalog.archives.gov/id/2443659,,,
,2442127,127,,UD 07D 1,0,,,,,,"Command Chronology Report of Marine Fighter Attack Squadron-122
Series: Command Chronologies and Related Documentation, 4/1962 - 6/1987
Record Group 127: Records of the U.S. Marine Corps, 1775 - ",e-version,https://catalog.archives.gov/id/2442127,,,
,2438459,127,,UD 07D 1,597,,,,,,"Command Chronology Report of 1st Battalion 27th Marine Regiment
Series: Command Chronologies and Related Documentation, 4/1962 - 6/1987
Record Group 127: Records of the U.S. Marine Corps, 1775 - ",e-version,https://catalog.archives.gov/id/2438459,,,
,7283584,263,,A1 27,14,,,,,,"Fall 1965: 14-36-2: Yesterdays Weapons of Tomorrow, by Dwayne Anderson
Series: Articles from ""Studies in Intelligence"", 1955 - 1992
Record Group 263: Records of the Central Intelligence Agency, 1894 - 2002",e-version,https://catalog.archives.gov/id/7283584,,,
,7544134,24,,A1 1041,Roll 3076,,,,,,"Activity Code: 1330059 - Vega (AF-59), Enlisted Personnel - Personnel Diary - 06/1964
Series: Muster Rolls and Personnel Diaries of U.S. Navy Ships, Stations, and Other Naval Activities , 1/1/1949 - 12/31/1971
Record Group 24: Records of the Bureau of Naval Personnel, 1798 - 2007",e-version,https://catalog.archives.gov/id/7544134,,,
,7543921,24,,A1 1041,"Roll 3075
",,,,,,"Activity Code: 1330049 - Zelima (AF-49), Enlisted Personnel - Personnel Diary - 12/1964
Series: Muster Rolls and Personnel Diaries of U.S. Navy Ships, Stations, and Other Naval Activities , 1/1/1949 - 12/31/1971
Record Group 24: Records of the Bureau of Naval Personnel, 1798 - 2007",e-version,https://catalog.archives.gov/id/7543921,,,
,7282804,263,,A1 27,4,,,,,,"Fall 1965: 4-32-2: Yesterday's Weapon Tomorrow, by Dwayne Anderson
Series: Articles from ""Studies in Intelligence"", 1955 - 1992
Record Group 263: Records of the Central Intelligence Agency, 1894 - 2002",e-version,https://catalog.archives.gov/id/7282804,,,
,7326946,407,,A1 29,3,,,,,,"NIE 100-4-58, 15 Apr 58, Probable Sino-Soviet Reactions to US Deployment of IRBMs on the Soviet Bloc Periphery
Series: National Intelligence Estimates and Related Reports and Correspondence, 1950 - 1985
Record Group 263: Records of the Central Intelligence Agency, 1894 - 2002",e-version,https://catalog.archives.gov/id/7326946,,,
,12451126,407,,A1 1067,143E,,,,,,"Book IV: Diary 1 August 1943 – 25 January 1944.Book IV: Diary 1 August 1943 – 25 January 1944
Series: Diaries and Historical Narratives, 1940 - 1945
Record Group 407: Records of the Adjutant General's Office, 1905 - 1981",e-version,https://catalog.archives.gov/id/12451126,,,
,2442500,127,,	UD 07D 1,821,,,,,,"Command Chronology Report of Marine Medium Helicopter Squadron-165
Series: Command Chronologies and Related Documentation, 4/1962 - 6/1987
Record Group 127: Records of the U.S. Marine Corps, 1775 - ",e-version,https://catalog.archives.gov/id/2442500,,,
,7283948,263,,A1 27,18,,,,,,"Summer 1977: 18-48-6: Book Reviews: Secrets, Spies and Scholars, Blueprint of the Essential CIA, by Ray S. Cline
Series: Articles from ""Studies in Intelligence"", 1955 - 1992
Record Group 263: Records of the Central Intelligence Agency, 1894 - 2002",e-version,https://catalog.archives.gov/id/7283948,,,
